At1,At2,At3,At4,At5,At6,At7,At8,At9,At10,At11,At12,At13,At14,At15,At16,Class_label
93, 5, 18, 100, 54, 0, 100, 80, 95, 64, 93, 39, 50, 0, 51, 9, 9
0, 65, 51, 74, 17, 96, 100, 61, 78, 67, 54, 50, 32, 25, 40, 0, 1
0, 94, 46, 75, 26, 78, 76, 41, 71, 10, 29, 0, 30, 28, 94, 17, 7
98, 100, 29, 78, 14, 49, 95, 20, 56, 19, 90, 39, 97, 24, 100, 0, 4
31, 72, 12, 35, 35, 41, 77, 17, 100, 56, 89, 96, 43, 100, 0, 84, 0
0, 83, 35, 100, 86, 88, 7, 63, 52, 47, 100, 27, 60, 15, 90, 33, 3
0, 100, 51, 79, 18, 98, 0, 54, 12, 4, 79, 0, 50, 25, 32, 24, 6
70, 92, 0, 83, 57, 49, 100, 55, 16, 0, 5, 37, 48, 74, 4, 100, 8
0, 93, 43, 100, 91, 87, 50, 44, 2, 0, 35, 5, 39, 44, 54, 53, 7
28, 47, 23, 66, 61, 83, 100, 100, 89, 75, 72, 50, 53, 25, 48, 0, 1
27, 84, 3, 47, 13, 6, 67, 0, 100, 34, 96, 76, 51, 100, 0, 82, 0
100, 90, 78, 100, 98, 88, 22, 57, 61, 52, 83, 28, 51, 4, 0, 0, 5
50, 90, 24, 89, 62, 47, 88, 0, 5, 4, 42, 51, 100, 95, 16, 100, 8
15, 76, 2, 100, 45, 95, 78, 62, 43, 34, 0, 10, 38, 0, 77, 3, 2
31, 70, 1, 62, 0, 35, 70, 0, 80, 15, 46, 52, 86, 91, 44, 100, 0
51, 60, 47, 100, 16, 68, 2, 35, 83, 0, 0, 2, 31, 39, 100, 68, 8
57, 100, 64, 71, 10, 47, 0, 34, 54, 36, 100, 32, 85, 33, 77, 0, 4
0, 55, 39, 74, 76, 95, 100, 83, 87, 75, 72, 50, 61, 25, 58, 0, 1
63, 78, 41, 100, 7, 80, 78, 53, 85, 56, 0, 8, 30, 0, 93, 3, 2
32, 100, 6, 65, 41, 24, 99, 0, 12, 20, 100, 53, 93, 44, 83, 97, 0
40, 100, 0, 96, 56, 72, 44, 91, 63, 58, 100, 29, 96, 0, 39, 9, 9
100, 100, 56, 87, 24, 59, 5, 31, 29, 0, 92, 9, 38, 24, 0, 2, 6
46, 100, 19, 74, 0, 35, 20, 25, 84, 33, 66, 55, 76, 28, 69, 25, 4
22, 99, 13, 64, 0, 25, 36, 0, 83, 27, 41, 64, 76, 100, 19, 95, 0
33, 61, 41, 100, 41, 95, 39, 55, 37, 16, 39, 0, 50, 3, 0, 8, 1
20, 88, 39, 100, 77, 83, 10, 67, 72, 0, 42, 100, 54, 27, 57, 26, 7
12, 63, 37, 36, 64, 75, 61, 2, 0, 42, 27, 66, 63, 84, 100, 100, 5
76, 100, 18, 73, 0, 50, 81, 48, 100, 70, 67, 74, 4, 37, 60, 0, 4
0, 100, 50, 91, 68, 60, 58, 29, 26, 0, 9, 40, 23, 45, 56, 49, 7
11, 80, 0, 54, 47, 32, 36, 0, 11, 24, 46, 62, 46, 87, 65, 100, 5
0, 3, 28, 67, 62, 18, 87, 43, 100, 71, 89, 100, 2, 98, 23, 40, 9
25, 84, 56, 54, 47, 17, 5, 0, 0, 36, 10, 72, 52, 90, 100, 100, 5
64, 85, 26, 61, 74, 64, 62, 14, 61, 39, 5, 21, 64, 4, 80, 0, 3
28, 99, 73, 79, 100, 80, 56, 12, 1, 7, 10, 0, 7, 33, 81, 35, 7
43, 97, 80, 79, 22, 66, 35, 87, 86, 75, 100, 23, 48, 0, 0, 24, 9
82, 100, 13, 78, 17, 48, 19, 17, 66, 0, 87, 21, 15, 31, 21, 13, 6
0, 97, 10, 60, 55, 77, 100, 89, 77, 67, 46, 45, 37, 18, 41, 70, 7
100, 87, 53, 84, 40, 67, 97, 79, 62, 5, 98, 40, 52, 16, 75, 0, 9
0, 53, 48, 58, 67, 100, 81, 83, 81, 37, 88, 31, 100, 94, 80, 0, 1
46, 33, 31, 60, 62, 86, 81, 50, 62, 72, 72, 47, 76, 16, 100, 0, 1
100, 98, 54, 100, 63, 68, 83, 95, 3, 61, 92, 16, 48, 0, 0, 92, 9
0, 84, 12, 42, 18, 0, 73, 7, 100, 45, 93, 88, 27, 100, 0, 67, 0
8, 92, 0, 100, 87, 82, 62, 40, 31, 0, 0, 14, 38, 30, 100, 27, 7
0, 66, 25, 100, 48, 28, 43, 58, 26, 17, 21, 33, 60, 46, 100, 61, 7
48, 81, 29, 100, 67, 88, 48, 40, 12, 3, 0, 8, 50, 14, 100, 24, 2
56, 97, 2, 58, 19, 98, 65, 0, 13, 29, 98, 67, 66, 100, 36, 15, 0
7, 25, 34, 100, 79, 95, 67, 61, 33, 33, 0, 5, 48, 0, 100, 76, 2
64, 100, 53, 19, 80, 66, 69, 30, 66, 0, 100, 30, 61, 39, 7, 39, 7
59, 26, 97, 88, 100, 100, 89, 66, 78, 30, 97, 0, 0, 3, 80, 2, 1
33, 90, 67, 61, 99, 100, 9, 71, 17, 56, 0, 0, 100, 25, 17, 5, 8
15, 54, 26, 64, 63, 83, 100, 100, 97, 21, 81, 62, 68, 26, 63, 0, 1
36, 90, 21, 100, 15, 75, 66, 51, 82, 45, 85, 13, 38, 0, 0, 19, 3
88, 100, 48, 83, 16, 59, 0, 31, 50, 28, 100, 45, 75, 21, 62, 0, 4
88, 24, 48, 94, 42, 87, 100, 85, 90, 56, 80, 88, 63, 0, 75, 12, 9
88, 88, 53, 8, 100, 40, 91, 0, 23, 61, 5, 39, 57, 3, 18, 100, 8
100, 94, 58, 100, 15, 70, 0, 34, 28, 1, 97, 0, 91, 28, 31, 21, 6
28, 100, 46, 80, 25, 53, 96, 46, 100, 74, 71, 7, 43, 22, 28, 11, 4
33, 93, 84, 100, 90, 41, 46, 59, 94, 47, 100, 88, 56, 6, 0, 0, 3
14, 86, 0, 94, 1, 29, 40, 6, 94, 10, 1, 53, 62, 86, 18, 100, 0
88, 76, 42, 100, 89, 84, 46, 26, 43, 48, 22, 19, 98, 36, 100, 98, 7
53, 100, 25, 70, 0, 39, 50, 34, 100, 42, 85, 64, 77, 32, 80, 0, 4
24, 68, 38, 85, 100, 100, 85, 80, 56, 61, 29, 20, 6, 20, 0, 0, 1
73, 21, 31, 73, 60, 35, 43, 0, 0, 89, 57, 62, 100, 100, 20, 97, 8
11, 60, 0, 55, 22, 1, 77, 39, 100, 56, 62, 100, 65, 65, 5, 36, 0
79, 56, 13, 100, 50, 40, 66, 40, 56, 2, 12, 89, 58, 0, 14, 17, 2
0, 90, 3, 41, 31, 0, 76, 16, 67, 61, 70, 100, 58, 87, 14, 38, 0
17, 65, 99, 80, 100, 12, 91, 29, 74, 47, 69, 22, 31, 0, 0, 2, 1
81, 66, 61, 100, 1, 34, 59, 38, 70, 0, 0, 15, 21, 54, 100, 82, 8
45, 100, 78, 72, 2, 45, 0, 39, 59, 35, 100, 49, 84, 67, 75, 0, 4
5, 55, 79, 87, 5, 100, 38, 53, 67, 6, 0, 0, 27, 47, 100, 55, 8
82, 100, 6, 95, 75, 70, 46, 0, 79, 4, 100, 9, 87, 96, 24, 98, 0
100, 100, 66, 61, 41, 56, 23, 29, 46, 0, 54, 0, 38, 18, 77, 12, 6
16, 22, 0, 40, 26, 0, 73, 10, 100, 50, 82, 93, 23, 100, 1, 73, 0
20, 47, 17, 3, 0, 45, 25, 26, 81, 25, 71, 50, 95, 30, 100, 0, 4
0, 56, 44, 88, 67, 100, 68, 54, 70, 7, 11, 1, 37, 0, 100, 40, 1
9, 83, 30, 100, 75, 95, 57, 72, 90, 50, 100, 70, 57, 3, 0, 0, 3
100, 100, 46, 91, 96, 64, 0, 32, 8, 0, 62, 0, 55, 27, 6, 27, 6
60, 100, 38, 67, 4, 55, 80, 11, 39, 56, 0, 13, 80, 37, 50, 45, 8
20, 100, 0, 75, 4, 42, 52, 43, 100, 63, 87, 69, 85, 34, 89, 0, 4
57, 87, 0, 100, 17, 2, 100, 28, 64, 91, 20, 40, 89, 71, 45, 41, 8
9, 68, 29, 72, 65, 89, 45, 58, 13, 31, 0, 6, 51, 48, 60, 0, 2
62, 76, 0, 82, 29, 20, 94, 70, 100, 74, 90, 25, 75, 25, 70, 0, 9
0, 81, 32, 100, 65, 97, 92, 76, 100, 38, 95, 0, 68, 94, 91, 35, 7
43, 80, 10, 85, 0, 51, 43, 29, 55, 47, 100, 2, 32, 28, 39, 0, 4
44, 100, 81, 42, 59, 31, 44, 0, 93, 16, 7, 61, 42, 93, 100, 97, 5
0, 73, 44, 23, 76, 78, 72, 39, 63, 0, 52, 42, 54, 40, 100, 46, 7
59, 28, 48, 100, 22, 95, 81, 63, 8, 44, 100, 13, 50, 0, 29, 11, 3
0, 100, 50, 99, 47, 63, 32, 35, 20, 0, 10, 27, 44, 44, 100, 47, 7
49, 100, 10, 79, 0, 32, 33, 28, 82, 8, 100, 49, 74, 90, 27, 97, 0
54, 96, 83, 63, 100, 19, 54, 80, 11, 63, 96, 54, 78, 4, 0, 0, 9
46, 83, 41, 52, 83, 15, 0, 0, 18, 32, 36, 65, 59, 87, 15, 100, 5
48, 99, 8, 93, 50, 73, 63, 87, 100, 67, 0, 23, 11, 0, 0, 3, 9
30, 88, 7, 77, 0, 33, 9, 0, 82, 3, 57, 45, 74, 72, 26, 100, 0
0, 89, 4, 47, 26, 99, 73, 2, 4, 45, 78, 40, 25, 100, 14, 54, 0
0, 66, 12, 98, 45, 100, 70, 79, 87, 49, 35, 15, 62, 0, 78, 62, 2
0, 100, 15, 87, 8, 86, 66, 46, 66, 50, 77, 40, 87, 20, 46, 87, 4
16, 89, 16, 100, 81, 70, 15, 42, 81, 61, 100, 61, 84, 30, 75, 0, 4
100, 79, 64, 100, 30, 86, 63, 73, 77, 63, 62, 18, 48, 48, 0, 5, 9
35, 25, 46, 88, 58, 44, 32, 0, 30, 39, 100, 73, 94, 97, 28, 84, 8
100, 37, 61, 90, 71, 20, 95, 88, 96, 54, 79, 9, 41, 0, 0, 13, 9
75, 50, 88, 100, 17, 60, 53, 21, 65, 0, 0, 37, 44, 70, 100, 93, 8
75, 99, 59, 100, 27, 72, 6, 82, 0, 69, 43, 74, 55, 29, 6, 15, 6
54, 77, 47, 38, 100, 100, 93, 74, 77, 43, 96, 11, 46, 0, 75, 16, 3
23, 100, 24, 58, 8, 12, 58, 0, 99, 18, 100, 75, 56, 100, 15, 78, 0
100, 99, 52, 85, 0, 70, 26, 71, 80, 100, 81, 65, 90, 32, 35, 0, 9
59, 100, 9, 86, 61, 44, 43, 0, 81, 1, 53, 39, 100, 81, 35, 88, 8
70, 99, 42, 61, 35, 30, 0, 3, 19, 29, 60, 58, 87, 88, 54, 100, 8
0, 100, 18, 97, 100, 28, 65, 76, 28, 7, 13, 0, 13, 12, 92, 41, 7
100, 100, 58, 100, 21, 85, 85, 62, 58, 56, 64, 23, 100, 0, 0, 93, 5
49, 0, 17, 84, 0, 61, 0, 40, 49, 38, 100, 42, 88, 21, 84, 0, 4
16, 73, 38, 100, 60, 76, 40, 43, 7, 52, 32, 9, 50, 23, 95, 1, 2
24, 47, 22, 100, 86, 30, 66, 57, 43, 35, 87, 6, 42, 0, 75, 72, 3
66, 91, 22, 73, 50, 27, 19, 84, 70, 33, 65, 60, 100, 96, 24, 100, 8
10, 100, 32, 79, 0, 48, 25, 28, 96, 31, 100, 64, 77, 34, 77, 0, 4
51, 94, 100, 100, 48, 8, 30, 66, 37, 50, 87, 28, 60, 5, 0, 0, 5
87, 82, 26, 64, 12, 67, 41, 90, 100, 90, 98, 48, 22, 12, 0, 0, 9
11, 83, 0, 38, 21, 0, 71, 47, 7, 37, 57, 80, 41, 100, 69, 71, 0
1, 76, 76, 100, 19, 88, 55, 83, 100, 29, 73, 53, 67, 83, 83, 0, 9
48, 100, 24, 6, 0, 35, 93, 33, 100, 67, 74, 77, 63, 39, 94, 0, 4
63, 21, 54, 85, 22, 64, 57, 35, 6, 7, 57, 0, 65, 21, 14, 21, 6
77, 100, 28, 44, 63, 41, 59, 81, 0, 10, 47, 52, 5, 75, 61, 94, 8
16, 67, 47, 11, 77, 69, 28, 38, 0, 13, 20, 72, 62, 86, 100, 0, 2
22, 74, 45, 68, 87, 24, 56, 59, 100, 40, 83, 9, 30, 0, 0, 15, 3
47, 100, 38, 94, 12, 68, 0, 42, 48, 76, 100, 52, 80, 26, 83, 0, 4
0, 93, 52, 10, 100, 80, 93, 44, 52, 8, 27, 0, 53, 24, 96, 75, 7
0, 58, 28, 63, 67, 31, 48, 0, 3, 15, 39, 13, 100, 19, 29, 100, 8
72, 100, 100, 91, 72, 76, 56, 60, 39, 45, 22, 30, 0, 15, 0, 0, 1
35, 100, 0, 80, 7, 41, 96, 3, 44, 0, 34, 38, 100, 67, 78, 93, 8
0, 80, 59, 100, 82, 97, 90, 71, 4, 44, 47, 20, 40, 0, 98, 0, 2
1, 92, 0, 49, 26, 0, 80, 1, 100, 51, 74, 100, 24, 83, 27, 29, 0
33, 90, 66, 8, 16, 71, 63, 64, 100, 44, 78, 14, 27, 0, 83, 72, 3
0, 84, 36, 58, 26, 79, 100, 74, 82, 13, 16, 93, 59, 72, 54, 0, 1
100, 92, 46, 52, 44, 53, 84, 79, 79, 75, 72, 33, 45, 0, 0, 0, 9
63, 100, 23, 77, 0, 39, 70, 0, 47, 7, 100, 63, 99, 78, 58, 36, 0
63, 100, 69, 67, 68, 29, 58, 62, 100, 35, 86, 88, 82, 53, 44, 0, 4
5, 65, 33, 25, 41, 0, 99, 11, 100, 55, 70, 37, 23, 100, 0, 64, 0
23, 72, 0, 35, 16, 0, 69, 8, 65, 56, 74, 78, 49, 100, 14, 75, 0
31, 81, 54, 46, 51, 30, 7, 72, 0, 42, 13, 27, 71, 96, 100, 82, 5
25, 85, 48, 100, 100, 97, 92, 76, 65, 23, 70, 23, 44, 55, 46, 0, 3
100, 35, 29, 91, 86, 88, 43, 63, 94, 77, 89, 12, 52, 1, 0, 0, 9
0, 100, 1, 77, 25, 58, 66, 56, 53, 12, 92, 37, 90, 24, 94, 62, 4
1, 99, 58, 100, 100, 91, 69, 61, 33, 30, 1, 61, 0, 33, 57, 36, 7
30, 63, 61, 35, 100, 71, 76, 39, 42, 0, 74, 9, 53, 22, 24, 63, 8
15, 73, 39, 100, 93, 95, 30, 62, 43, 34, 0, 10, 39, 6, 100, 4, 2
10, 73, 33, 30, 60, 82, 59, 63, 100, 41, 92, 13, 43, 0, 78, 18, 3
26, 25, 23, 41, 80, 71, 100, 100, 12, 93, 55, 62, 24, 31, 0, 0, 1
0, 81, 34, 100, 62, 10, 54, 36, 4, 0, 12, 16, 50, 27, 58, 30, 7
91, 64, 47, 1, 49, 72, 92, 96, 100, 93, 73, 57, 43, 23, 0, 0, 9
100, 86, 38, 100, 84, 60, 82, 69, 5, 43, 100, 19, 68, 81, 22, 2, 3
43, 100, 10, 15, 0, 80, 46, 34, 84, 58, 93, 90, 88, 29, 78, 0, 4
2, 100, 5, 75, 0, 47, 22, 27, 98, 30, 100, 47, 71, 27, 78, 0, 4
21, 78, 35, 70, 65, 0, 36, 3, 100, 40, 16, 56, 73, 34, 59, 0, 4
51, 12, 91, 100, 100, 79, 49, 60, 51, 27, 31, 0, 33, 35, 0, 41, 7
62, 99, 25, 77, 0, 35, 22, 0, 73, 17, 100, 47, 79, 78, 33, 91, 0
0, 38, 42, 38, 73, 69, 100, 100, 88, 94, 73, 63, 73, 31, 31, 0, 1
19, 74, 33, 100, 50, 92, 51, 64, 77, 47, 100, 16, 53, 0, 0, 9, 3
52, 98, 69, 67, 78, 28, 52, 0, 0, 26, 80, 58, 100, 93, 10, 90, 8
100, 100, 62, 89, 28, 64, 1, 34, 0, 0, 43, 2, 45, 32, 5, 23, 6
32, 94, 0, 7, 5, 45, 55, 0, 98, 26, 100, 70, 62, 100, 6, 84, 0
14, 78, 44, 100, 63, 79, 41, 52, 13, 29, 23, 86, 25, 0, 100, 58, 2
0, 83, 43, 100, 89, 25, 75, 20, 42, 32, 0, 11, 35, 0, 100, 0, 2
31, 100, 43, 74, 0, 92, 36, 39, 100, 93, 78, 68, 51, 35, 39, 0, 4
84, 69, 81, 68, 52, 22, 21, 0, 0, 39, 52, 58, 100, 69, 38, 100, 8
49, 8, 49, 62, 48, 22, 7, 0, 38, 30, 9, 72, 53, 90, 100, 100, 5
12, 87, 84, 100, 77, 74, 69, 75, 5, 20, 0, 3, 55, 43, 100, 0, 2
49, 90, 37, 26, 88, 100, 94, 20, 51, 34, 0, 12, 33, 61, 100, 0, 2
22, 79, 30, 53, 54, 24, 32, 0, 13, 42, 34, 86, 49, 96, 100, 100, 5
53, 91, 90, 73, 0, 53, 23, 0, 67, 14, 100, 46, 90, 83, 48, 100, 0
0, 14, 39, 100, 87, 99, 78, 65, 5, 32, 9, 0, 4, 74, 31, 34, 7
34, 62, 98, 96, 55, 56, 50, 13, 75, 80, 6, 56, 42, 100, 100, 45, 5
55, 86, 27, 100, 46, 77, 43, 84, 22, 16, 34, 0, 66, 1, 100, 2, 2
0, 78, 38, 100, 100, 96, 93, 59, 57, 45, 15, 51, 18, 3, 85, 0, 2
0, 45, 38, 4, 55, 0, 89, 92, 100, 70, 72, 100, 36, 17, 18, 39, 0
22, 100, 78, 63, 0, 6, 100, 92, 100, 56, 98, 65, 68, 41, 73, 0, 4
0, 40, 35, 51, 67, 75, 27, 100, 96, 81, 77, 54, 58, 27, 46, 0, 1
100, 91, 41, 100, 0, 74, 47, 57, 41, 81, 88, 65, 74, 32, 57, 0, 9
17, 91, 24, 72, 58, 40, 29, 91, 30, 33, 0, 90, 49, 96, 100, 29, 5
20, 77, 5, 78, 0, 55, 64, 63, 100, 83, 81, 55, 65, 25, 45, 76, 4
1, 92, 0, 63, 36, 33, 14, 0, 54, 37, 5, 81, 50, 96, 100, 96, 5
72, 100, 26, 94, 0, 62, 0, 50, 38, 0, 31, 4, 67, 24, 21, 1, 6
38, 100, 11, 84, 95, 59, 68, 35, 45, 23, 100, 35, 85, 24, 98, 0, 4
90, 51, 27, 72, 61, 70, 65, 81, 100, 91, 39, 61, 67, 30, 72, 0, 1
61, 79, 36, 100, 83, 84, 78, 43, 73, 3, 95, 0, 48, 26, 100, 32, 7
0, 87, 44, 100, 90, 91, 76, 48, 64, 4, 17, 30, 1, 30, 100, 29, 7
32, 100, 6, 77, 0, 33, 30, 72, 81, 6, 100, 44, 23, 82, 26, 48, 0
95, 66, 0, 67, 100, 26, 42, 0, 86, 20, 100, 92, 73, 94, 25, 85, 0
0, 79, 23, 100, 66, 78, 66, 6, 56, 0, 30, 1, 41, 27, 100, 29, 7
44, 75, 90, 100, 83, 86, 67, 46, 51, 6, 0, 50, 27, 3, 100, 2, 1
52, 69, 82, 100, 75, 76, 61, 35, 47, 95, 0, 8, 50, 7, 4, 8, 1
80, 100, 27, 78, 0, 4, 21, 6, 99, 8, 100, 37, 19, 30, 10, 0, 6
35, 98, 60, 100, 47, 63, 25, 86, 0, 64, 34, 2, 68, 0, 100, 96, 2
0, 92, 80, 100, 43, 83, 80, 45, 71, 6, 64, 0, 36, 18, 100, 42, 7
7, 11, 28, 37, 18, 10, 0, 27, 50, 24, 85, 35, 85, 33, 100, 100, 4
80, 33, 28, 96, 0, 63, 74, 26, 45, 0, 98, 5, 57, 24, 1, 4, 6
47, 99, 45, 100, 78, 20, 41, 34, 16, 0, 9, 41, 54, 0, 10, 41, 7
81, 57, 30, 73, 32, 100, 81, 88, 91, 57, 100, 26, 79, 0, 0, 9, 9
100, 57, 66, 100, 30, 94, 43, 70, 39, 55, 76, 19, 33, 0, 0, 16, 5
37, 85, 74, 100, 13, 68, 49, 38, 19, 10, 0, 88, 51, 77, 100, 0, 2
0, 73, 35, 100, 69, 85, 83, 58, 66, 32, 9, 14, 74, 1, 31, 0, 3
0, 97, 41, 100, 78, 89, 53, 46, 35, 0, 14, 31, 47, 47, 100, 54, 7
0, 78, 41, 100, 58, 78, 42, 40, 32, 0, 13, 24, 51, 3, 100, 36, 7
64, 89, 78, 58, 74, 8, 0, 20, 15, 41, 92, 64, 100, 100, 24, 95, 8
33, 83, 89, 35, 73, 52, 61, 7, 0, 0, 91, 51, 26, 95, 100, 100, 5
18, 59, 4, 62, 89, 81, 54, 35, 29, 0, 0, 78, 49, 14, 100, 32, 2
0, 94, 45, 100, 86, 34, 83, 45, 56, 0, 36, 16, 44, 44, 100, 80, 7
10, 77, 37, 100, 90, 88, 72, 57, 99, 52, 60, 18, 48, 0, 0, 17, 3
100, 91, 2, 100, 50, 70, 9, 40, 0, 6, 76, 0, 93, 26, 21, 21, 6
80, 100, 49, 92, 61, 65, 0, 35, 15, 6, 61, 0, 100, 75, 88, 29, 6
0, 63, 42, 79, 75, 99, 100, 100, 16, 75, 78, 48, 70, 22, 58, 57, 1
75, 100, 32, 76, 9, 50, 0, 22, 37, 0, 100, 15, 89, 40, 39, 20, 6
38, 100, 14, 71, 0, 72, 54, 51, 100, 58, 64, 70, 49, 35, 76, 0, 4
42, 94, 9, 60, 56, 33, 33, 0, 0, 20, 13, 71, 35, 100, 100, 15, 5
8, 85, 67, 100, 74, 68, 44, 34, 12, 0, 31, 31, 34, 46, 100, 46, 7
14, 23, 35, 100, 64, 79, 48, 27, 16, 11, 0, 8, 50, 9, 81, 0, 2
1, 100, 84, 93, 67, 70, 82, 48, 100, 26, 22, 6, 39, 0, 0, 2, 3
62, 96, 81, 100, 0, 7, 41, 40, 100, 41, 27, 62, 69, 39, 47, 0, 4
100, 81, 66, 90, 25, 59, 7, 24, 36, 0, 98, 12, 62, 34, 0, 62, 6
55, 68, 71, 40, 100, 6, 5, 20, 93, 35, 66, 68, 89, 100, 0, 83, 8
41, 58, 99, 39, 100, 35, 27, 0, 33, 40, 80, 75, 66, 100, 0, 83, 8
0, 0, 42, 49, 77, 43, 100, 73, 84, 100, 29, 53, 24, 71, 79, 53, 9
19, 90, 57, 61, 96, 19, 17, 0, 2, 34, 81, 64, 100, 100, 41, 81, 8
100, 77, 53, 73, 18, 92, 37, 100, 15, 74, 71, 42, 41, 16, 0, 91, 9
12, 78, 75, 100, 79, 77, 44, 46, 1, 23, 0, 13, 53, 19, 100, 29, 2
100, 100, 72, 90, 35, 90, 60, 38, 41, 8, 50, 0, 69, 19, 34, 22, 6
73, 34, 41, 100, 86, 75, 33, 52, 54, 45, 100, 19, 51, 0, 2, 13, 3
100, 100, 73, 92, 34, 69, 60, 7, 0, 12, 50, 0, 91, 15, 37, 23, 6
23, 58, 66, 77, 82, 74, 35, 87, 81, 59, 71, 79, 52, 3, 0, 0, 1
100, 94, 10, 100, 66, 84, 14, 32, 38, 44, 81, 14, 68, 0, 59, 17, 5
0, 100, 5, 86, 2, 66, 3, 45, 38, 34, 68, 2, 81, 19, 100, 62, 4
64, 99, 24, 19, 62, 80, 74, 100, 100, 62, 92, 18, 48, 0, 65, 36, 9
42, 94, 0, 60, 23, 30, 86, 33, 100, 55, 70, 84, 63, 50, 71, 0, 4
42, 82, 10, 99, 54, 99, 98, 100, 100, 80, 78, 55, 62, 28, 57, 0, 7
24, 94, 10, 37, 69, 52, 46, 0, 80, 11, 8, 57, 29, 98, 100, 100, 5
43, 56, 71, 100, 66, 68, 62, 51, 60, 32, 100, 51, 82, 34, 54, 0, 4
0, 94, 46, 81, 100, 100, 88, 88, 29, 66, 77, 43, 46, 96, 97, 0, 1
76, 86, 37, 100, 85, 93, 72, 67, 90, 36, 100, 4, 53, 0, 6, 11, 3
0, 43, 48, 99, 59, 77, 61, 12, 99, 35, 100, 15, 3, 1, 11, 0, 3
0, 86, 35, 97, 100, 100, 73, 67, 48, 34, 21, 0, 18, 47, 56, 24, 7
97, 93, 98, 100, 43, 98, 8, 72, 65, 55, 100, 27, 63, 1, 0, 0, 5
95, 100, 14, 87, 59, 59, 11, 88, 100, 40, 97, 19, 83, 27, 100, 0, 4
36, 70, 42, 54, 69, 70, 94, 32, 42, 3, 28, 63, 50, 9, 100, 0, 2
41, 100, 34, 88, 0, 62, 70, 42, 34, 49, 100, 51, 62, 27, 42, 0, 4
57, 99, 1, 100, 39, 78, 64, 95, 78, 43, 68, 89, 59, 0, 0, 5, 9
4, 84, 36, 100, 79, 90, 56, 30, 96, 51, 100, 26, 61, 4, 0, 0, 3
32, 100, 0, 79, 57, 7, 77, 49, 100, 26, 3, 62, 45, 32, 26, 0, 4
20, 73, 58, 100, 62, 90, 55, 42, 41, 3, 0, 0, 62, 1, 100, 6, 1
40, 99, 96, 63, 46, 41, 9, 0, 0, 34, 1, 86, 37, 100, 63, 96, 5
61, 77, 77, 92, 100, 95, 83, 66, 97, 16, 98, 21, 92, 12, 0, 0, 3
33, 100, 0, 76, 45, 16, 67, 37, 86, 57, 100, 98, 14, 0, 29, 3, 9
10, 97, 18, 34, 33, 16, 89, 20, 100, 62, 78, 100, 31, 90, 90, 55, 0
22, 84, 41, 68, 49, 69, 26, 40, 0, 11, 21, 0, 60, 53, 100, 99, 2
21, 73, 84, 42, 90, 7, 0, 0, 19, 35, 81, 66, 7, 35, 9, 89, 8
24, 82, 56, 100, 76, 71, 52, 40, 13, 16, 0, 13, 84, 13, 100, 0, 2
56, 71, 40, 3, 93, 60, 77, 65, 72, 8, 45, 18, 54, 14, 0, 25, 3
21, 77, 0, 35, 29, 0, 73, 7, 100, 43, 7, 89, 44, 5, 12, 73, 0
0, 100, 58, 86, 100, 91, 12, 59, 32, 20, 8, 0, 41, 62, 80, 19, 7
70, 81, 25, 100, 0, 74, 42, 40, 77, 5, 40, 0, 53, 40, 18, 70, 8
83, 96, 0, 61, 13, 22, 61, 0, 100, 90, 98, 69, 87, 100, 13, 86, 0
91, 100, 53, 87, 24, 51, 2, 31, 0, 0, 94, 4, 62, 30, 33, 32, 6
0, 64, 36, 34, 73, 90, 100, 100, 89, 62, 82, 47, 78, 21, 76, 0, 1
54, 93, 43, 100, 78, 83, 66, 55, 36, 46, 11, 6, 53, 0, 72, 72, 2
100, 100, 47, 96, 10, 69, 0, 38, 32, 8, 88, 0, 84, 25, 26, 25, 6
32, 78, 57, 93, 100, 100, 87, 78, 84, 90, 61, 30, 44, 7, 0, 0, 3
43, 81, 86, 85, 72, 56, 51, 28, 40, 11, 0, 23, 28, 38, 100, 42, 7
82, 92, 67, 100, 45, 87, 1, 69, 70, 47, 88, 23, 46, 8, 0, 0, 3
64, 17, 0, 41, 61, 70, 100, 100, 100, 96, 89, 28, 79, 32, 68, 0, 1
4, 94, 7, 42, 35, 0, 68, 11, 100, 26, 10, 100, 25, 93, 0, 49, 0
59, 85, 59, 100, 17, 76, 0, 39, 20, 2, 76, 0, 60, 29, 1, 21, 6
3, 69, 0, 18, 37, 0, 23, 48, 100, 54, 38, 97, 41, 100, 21, 51, 0
16, 87, 26, 62, 65, 29, 46, 0, 19, 35, 0, 75, 30, 100, 100, 100, 5
25, 100, 0, 39, 11, 45, 79, 64, 100, 33, 86, 70, 79, 35, 70, 0, 4
100, 99, 50, 13, 38, 78, 84, 22, 76, 72, 67, 0, 36, 2, 0, 0, 9
98, 93, 29, 100, 84, 100, 100, 81, 14, 61, 70, 40, 55, 20, 52, 73, 7
15, 86, 31, 100, 100, 99, 93, 78, 57, 60, 64, 36, 42, 18, 99, 0, 3
100, 100, 46, 88, 13, 61, 0, 32, 16, 4, 90, 0, 81, 20, 20, 3, 6
31, 82, 41, 100, 90, 88, 69, 59, 94, 48, 100, 19, 56, 49, 16, 5, 3
0, 94, 34, 97, 100, 100, 59, 58, 35, 10, 1, 0, 21, 37, 91, 44, 7
72, 100, 23, 77, 25, 33, 100, 0, 0, 7, 11, 52, 100, 92, 22, 91, 8
